"","ID","Model.1.R.2","Model.2.R.2","Model.3.R.2","Model.4.R.2","Model.5.R.2","Model.6.R.2","Model.7.R.2","Model.8.R.2","Model.1.BIC","Model.2.BIC","Model.3.BIC","Model.4.BIC","Model.5.BIC","Model.6.BIC","Model.7.BIC","Model.8.BIC","Pop_Size_units","Temp_C","Medium","Species","Repeat","Citation","N05","Nmax5","Rmax5","Tlag5","N06","Nmax6","Rmax6","Tlag6","N07","Nmax7","Rmax7","Tlag7","N08","Nmax8","Rmax8","Tlag8","Model5score","Model6score","Model7score","Model8score","Model5total","Model6total","Model7total","Model8total"
"223",73549,0.755,0.94,0.958,0.988,0.98,0.99,0.994,0.994,28.75,20.78,20.29,13.6,13.18,10.22,6.387,6.328,"CFU",4,"Salted Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.066862220663209,7.19690357811297,0.0247338701115519,0.0637967808940225,1.0873123967444,7.17122197694332,0.123934524850297,143.960989112805,1.02417829136018,7.09056723498013,0.103737007284407,135.238169481833,1.02418789938199,7.08601543032974,0.10033239814211,132.426757736645,1,3,5,5,0,2.96,10.626,10.803
"224",74252,0.403,0.783,0.926,0.95,0.821,0.819,0.803,0.831,-37.94,-50.43,-63.8,-67.1,-53.31,-50.39,-49.12,-51.41,"OD_595",35,"TSB","Stenotrophomonas.maltophilia..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0200710175581778,0.207597267474719,0.217977130848455,0.0120815098041019,0.00426320871636482,0.207597267474719,0.0278060587292251,1.39720558882237,0.000110975772925565,0.207597267474719,0.0920783663124472,1.39720558882237,0.0160355396969501,0.207597267474719,0.0216900421861231,1.39720558882237,5,3,3,5,9.01000000000001,1.27,0,3.31
"225",74539,0.809,0.976,0.981,0.982,0.951,0.955,0.972,0.958,-31.68,-60.34,-61.06,-58.85,-49.29,-48.1,-54.92,-49,"OD_595",35,"TSB","Chryseobacterium.balustinum",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0525760017212471,0.414323266094077,0.074427524392812,0.0112595551059389,0.023805345638366,0.414323266094077,0.0181476978820659,1.09803921568628,0.0180646506778703,0.414323266094077,0.0434936708956211,1.09803921568628,0.0456283867821043,0.414323266094077,0.0142243715176625,1.09803921568628,3,1,5,3,1.48,0,18.37,0.899999999999999
"226",75034,0.957,0.993,0.993,0.995,-0.272,0.977,0.988,0.943,9.62,0.5134,2.111,2.532,31.74,9.521,5.456,14.87,"N",20,"C02 Beef Striploins","Spoilage",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",7.44627989517217,11.7408614913093,6.82128558449356,2.67345589110989,7.80042407944389,12.9442997941685,9.35926836324798,0.596887227280547,7.74330758902751,12.9442997941685,8.14800289987815,0.51153109884903,8.16383650250344,12.3279045658747,12.3279045658747,0.878889485309548,0,3,5,1,0,27.568,39.763,16.87
"227",75390,0.928,0.959,0.984,0.999,0.994,0.999,0.995,0.989,29.96,26.72,19.81,-5.994,7.248,-7.54,8.635,16.14,"CFU",2,"Salted Chicken Breast","Aerobic Psychotropic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.257626077149654,8.45980543694821,0.0149786228940493,0.0602926096489826,1.01994711292114,8.60677477912955,0.0758379306457217,133.858306905018,1.05402156955869,8.2220858428642,0.066875169439732,125.259291718528,1.10395022879635,8.37929594726657,0.0569649897616383,112.578922548621,0,5,0,0,10.279,54.643,7.505,0
"228",75402,0.656,0.982,0.997,0.997,0.934,0.942,0.946,0.933,-2.495,-43.83,-69.83,-67.15,-24.45,-23.78,-24.73,-21.66,"OD_595",25,"TSB","Clavibacter.michiganensis",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0697514050927033,0.805361068773352,0.128669417089859,0.023934750349849,0,0.805361068773352,0.0509959069590634,0.0377256649231086,0.0140673912660657,0.805361068773352,0.07740861997887,3.58974358974351,0.05384752104275,0.805361068773352,0.0345322521071689,0.104639197020247,5,5,5,3,3.46,2.12,4.3,0
"229",75483,0.898,0.945,0.96,0.977,0.951,0.97,0.973,0.983,-0.05833,-2.398,-2.639,-4.727,-3.299,-4.768,-5.579,-8.814,"DryWeight",20,"Z8","Oscillatoria agardhii Strain 97",1,"Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",1.00013646304343,2.55014460556625,0.00674367577363957,0.127128448907373,1.09035186187018,2.41076796222158,0.0125464105166907,63.4684194946805,1.09298272693946,2.37381238849236,0.0186133564341128,106.627389484979,1.08465258040161,2.34817123180463,0.00967607480955301,37.9629992186773,3,3,3,5,0,1.469,3.091,12.796
"231",75914,0.962,0.982,0.995,0.995,0.315,0.989,0.995,0.994,71.25,61.54,45.68,47.84,120.2,56.13,45.32,45.77,"N",12,"MRS broth","Lactobacillus plantarum",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",5.59074275615518e-05,29.4061135711434,0.112822816910714,0.000691671836232977,7.13856380212216,32.4202402121856,0.259937020350295,39.0471486247347,6.4497175692743,30.8032546015826,0.213463286094926,11.9172664348175,6.47809488450394,30.8718287071983,0.211068809748182,11.3842435206188,0,0,5,5,0,64.07,86.14,84.79
"232",75949,0.829,0.914,0.935,0.989,0.981,0.998,0.996,0.994,43.08,37.98,37.25,20.53,21.16,-1.013,6.585,11.74,"CFU",2,"Salted Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.146183663097526,8.35184723384352,0.0190874754841952,0.0826163809587473,1.12656726819927,8.29853218491967,0.111575992224641,147.755131996862,1.11468153151541,8.17981274235878,0.0929862026594928,138.274412664289,1.13185149380549,8.21602898187695,0.0828160657807203,131.733735510654,0,5,1,0,0,42.524,19.73,9.42
"233",76850,0.924,0.966,0.987,0.996,0.985,0.997,0.994,0.994,45.6,37.69,27.46,14.61,26.91,9.908,18.4,18.21,"CFU",10,"Raw Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.186671947892172,10.3862863944008,0.053412367458904,0.0792722664698048,0.872823058852621,11.014384729194,0.268856534518098,38.6832651408205,0.914211486846855,10.6864098692492,0.216305480510819,31.7673019654204,0.991544655127549,10.7044919597207,0.211565936948449,31.3694457663745,0,5,1,1,0,33.796,8.51,8.89
"234",77068,0.942,0.972,0.991,0.994,-0.162,0.991,0.99,0.992,11.07,7.881,1.668,0.5759,34.04,2.068,2.754,0.914,"N",8,"Vacuum Beef Striploins","Escherichia coli",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",3.12840069700727,8.6657147255182,1.51021292871293,2.02415960414755,5.11265657221125,9.55395048488382,2.56573759846009,1.81508919153719,5.08615125019319,9.36217766462916,2.24962445525451,1.64292874485116,5.13521599883361,9.09900046179411,2.08158145642435,1.52508112017685,0,5,5,5,0,32.658,31.286,36.12
"235",77408,0.97,0.98,0.996,0.998,0.968,0.988,0.995,0.995,16.59,15.71,5.598,0.7608,19.2,13.28,6.428,6.663,"CFU",20,"Raw Chicken Breast","Aerobic Mesophilic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.092054927482404,8.78904043092168,0.186785849861063,0.0782632684748336,1.55187392147588,9.28164253939234,0.803315135480714,16.3891856163185,1.11331297567208,8.88478717793878,0.637343265620569,12.4390966640906,1.26039453498837,8.83965956132604,0.613312080241916,12.4853551196863,0,1,5,5,0,5.92,19.859,19.154
"236",77734,0.966,0.969,0.994,0.994,0.94,0.995,0.995,0.995,36.12,37.6,15.64,18.18,47.58,13.14,12.02,11.96,"CFU",7,"Salted Chicken Breast","Aerobic Psychotropic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.116488035739408,9.52773756991015,0.029907085572081,0.110019586647426,1.20695069388698,10.5043306708259,0.113264874994947,83.3943488605415,1.21331360466022,9.69595631493985,0.0954862495339919,71.4082507793962,1.23081251861776,9.65492830890449,0.0927974475527399,69.0323477508536,0,5,5,5,0,34.44,36.68,36.86
"239",80113,0.958,0.979,0.995,0.996,0.947,0.989,0.996,0.996,25.41,21.38,10.06,10.05,29.62,18.06,7.53,7.823,"CFU",15,"Cooked Chicken Breast","Aerobic Psychotropic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.122986068020692,9.87690368189178,0.0887735022416041,0.11353200629003,1.30687360238157,10.8892863092857,0.372104672964115,29.6899559445791,1.25691993466081,10.438754961746,0.310918933134515,25.2651849062362,1.28583305389912,10.3707488659864,0.299827743504362,24.2772373751373,0,0,5,5,0,11.56,32.913,32.034
"240",80160,0.87,0.967,0.982,0.999,0.688,0.835,0.874,0.881,23.14,16.69,14.73,-2.777,30.2,28.18,26.53,26.2,"N",30,"Vacuum Beef Striploins","Escherichia coli",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",5.62363339675843,12.7739883450542,11.2173015933272,2.33801092298095,7.38885026196111,14.0833221504223,13.4126877623069,0,7.27467337426734,13.3989644967109,13.4126877623069,0,7.50158884223029,13.2999879624409,13.4126877623069,0.000192574695840603,3,5,5,5,0,2.02,5.32,6.31
"241",80461,0.839,0.995,0.995,0.996,0.986,0.991,0.983,0.989,-69.94,-143.8,-141.1,-141,-120.9,-126.3,-113.8,-122.1,"OD_595",15,"TSB","Bacillus.pumilus..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0222030644258456,0.279456812157761,0.0199289364302839,0.00391885658170112,0,0.284810622467688,0.00317553848841403,10.1616628175518,0,0.300478672315907,0.00811912047860823,10.1616628175518,0.0116080779376441,0.276179294485282,0.00256382470016363,10.1616628175518,3,5,0,3,7.10000000000001,22.1,0,9.49999999999999
"242",80822,0.498,0.749,0.837,0.837,0.684,0.969,0.969,0.968,43.29,37.49,34.81,37.23,40.24,14.73,14.73,15.17,"N",16,"ESAW","Tetraselmis tetrahele",2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.30855552355084,13.8606555349383,0.0150565598300039,1.29484037704722,9.96716447766479,13.9828066253422,0.713388825152237,171.075747851116,9.96716438720717,13.9828065905575,0.250149280481491,156.115398441935,10.059483237274,13.9796948780953,0.0558522695379202,84.012169002788,0,5,5,5,0,25.95,25.95,25.07
"243",81888,0.886,0.93,0.983,0.99,0.973,0.978,0.987,0.987,44.07,41.14,28.11,24.96,30.8,30.82,24.77,24.65,"CFU",10,"Cooked Chicken Breast","Aerobic Mesophilic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.088240382386826,11.2386998482638,0.0608142928300376,0.070117113137737,0.715513319623023,12.3906665827108,0.292586146882947,41.1678343431906,0.943944414505479,11.2386998482638,0.269352518386694,40.8359331252137,0.988117919398362,11.2386998482638,0.268389488273815,41.0546232810637,1,1,5,5,0.0199999999999996,0,12.08,12.44
"244",82639,0.182,0.303,0.485,0.686,0.987,0.998,0.983,0.998,15.34,15.35,12.8,6.796,-56.34,-87.61,-48.38,-83.26,"OD_595",35,"TSB","Klebsiella.pneumonia..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0763236595742226,0.931071049336254,0.934904971778115,0.015363264887237,0.0189877747544589,0.923479373472974,0.674416851898866,0.838323353293447,0,0.923810692404017,0.903918890533267,0.838323353293447,0.0633385895249702,0.915736515728142,0.536751631055494,0.838323353293447,0,5,0,3,7.96,74.85,0,61.8
"245",83031,0.743,0.928,0.979,1,0.991,0.998,0.988,0.98,29.77,23.95,18.32,-13.24,11.57,5.459,14.85,17.93,"N",15,"UHT Full-fat Milk","Serratia marcescens",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.367379421178002,11.1521900271232,0.00438382291765801,0.186220422886227,0.998119926703394,11.0710014573455,0.0338592813044154,452.546172489688,1.00665854146608,10.6690787501574,0.0292110359270579,417.999232782734,1.00745663777588,11.2025326876652,0.0217948376621903,306.853720925449,1,5,1,0,9.64,27.973,3.08,0
"246",83855,0.959,0.998,0.998,0.999,0.885,0.997,0.996,0.996,29.88,11.77,11.36,12.43,39.13,15.85,17.11,17.11,"CFU",2,"APT Broth","Pseudomonas sp.",1,"Stannard, C.J., Williams, A.P. and Gibbs, P.A., 1985. Temperature/growth relationships for psychrotrophic food-spoilage bacteria. Food Microbiology, 2(2), pp.115-122.",0.614784173139367,18.1859824332036,0.0503993922184973,2.96269418612436,0.167326277055137,20.0500456326069,0.167795136571773,0,1.25223481208823,19.0940639867075,0.138697463422849,0,1.25283654781294,19.0952815548638,0.13869464384021,0,0,5,5,5,0,25.8,22.02,22.02
"247",83967,0.933,0.989,0.994,0.994,0.393,0.992,0.992,0.991,77.82,51.96,44.97,47.08,115.9,48.6,49.32,51.02,"N",20,"MRS broth","Lactobacillus plantarum",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.000135177175217624,30.2132293119017,0.528259104190762,0.00162023834368432,5.27738936701252,33.3100853163716,1.25509369274461,2.41771987886627,5.85117076705914,30.8133754221789,1.04232012753077,0,6.10389166916377,31.2463022118578,1.01199017367763,0.000538215240573346,0,5,5,3,0,70.44,68.28,64.88
"248",84510,0.303,0.874,0.961,0.968,0.722,0.729,0.554,0.713,-41.52,-64.44,-79.24,-79.38,-52.57,-50.25,-42.8,-49.41,"OD_595",25,"TSB","Acinetobacter.clacoaceticus..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.026665787723183,0.183926996019462,0.193123345820435,0.0151496803159213,0.00705306588255671,0.183926996019462,0.0223485653691245,0.0771591009231091,0.0451281021612901,0.183926996019462,0.0237339048162295,0,0.0214309673031576,0.183926996019462,0.0147312479038053,0,5,3,1,3,15.25,8.29000000000001,0,6.61
"250",85657,0.4,0.949,0.991,0.994,0.708,0.72,0.724,0.719,-21.36,-50.91,-70.77,-72.88,-28.15,-26.13,-26.31,-26.11,"OD_595",25,"TSB","Pseudomonas.fluorescens",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0263363161507458,0.31020062870867,0.151059145637337,0.0202501271121222,0.000772830601408224,0.31020062870867,0.0244938864562323,0.923309530651641,0.000476610709495813,0.31020062870867,0.0531625460483323,0.00318516837540041,0.0152115355059974,0.31020062870867,0.0192635250033391,0.530842752135241,5,3,5,3,5.9,0.0199999999999996,0.379999999999999,0
"251",86523,0.811,0.984,0.984,0.987,0.979,0.981,0.971,0.965,-135.8,-204.3,-201,-202.5,-196,-195.7,-183.8,-178,"OD_595",5,"TSB","Acinetobacter.clacoaceticus",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0277761508197318,0.168176030842082,0.0112160016539548,0.00272766033845992,0.0179102071327322,0.168176030842082,0.00108287469139446,0,0.0136393058947967,0.173496112439218,0.00531506051535643,0,0.0310382202283751,0.168176030842082,0.000810104258581159,0,5,5,0,0,30.5,29.6,5.80000000000001,0
"252",87483,0.633,0.915,0.974,0.975,0.901,0.956,0.966,0.785,-186.8,-226,-257.2,-254.4,-221.5,-241.4,-249.4,-195.6,"OD_595",5,"TSB","Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",3.11132118318655e-05,0.054337893361946,0.013306593984542,4.85807352192305e-05,0.00521110780256779,0.054337893361946,0.000496107874945821,458.354522625201,0.00486829696423125,0.054337893361946,0.0188493639279596,574.646411733892,0.00850866742820915,0.0517503746237049,0.00132678941810296,574.646411733892,0,1,5,0,25.9,65.7,89.7,0
"253",88296,0.763,0.913,0.914,0.915,0.882,0.852,0.881,0.83,-197.1,-222.9,-219.8,-216.6,-214,-204.1,-210.3,-200,"OD_595",5,"TSB","Acinetobacter.clacoaceticus..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0254707806956476,0.0722529581518538,0.00676543147187435,0.00251218960999112,0.0191219335427921,0.0722529581518538,0.000342814298827784,0,0.0217355368535508,0.0722529581518538,0.0064124326790099,100.923300985749,0.0282727804774111,0.0722529581518538,0.000211643618517779,0,5,1,3,0,27.6,4.09999999999999,16.5,0
"254",88712,0.882,0.934,0.986,0.989,0.555,0.995,0.99,0.975,26.24,24.11,15.27,15.27,37.49,8.49,12.69,19.22,"N",6,"UHT Skim Milk","Serratia marcescens",1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.341162499836073,8.26203223616836,0.000637465774665386,1.69461950229725,1.10049905956113,8.39040208668927,0.00449030057093563,5998.25033279539,1.15627590362926,8.26203223616836,0.00513653933988343,6213.99103016366,0.984652579989337,8.67513384797678,0.0022515094278876,4616.73902603066,0,5,3,0,0,43.93,31.33,18.27
"255",89208,0.826,0.995,0.996,0.999,0.663,0.999,0.991,0.99,84.08,38.28,35.11,10.96,95.95,17.03,48.31,49.18,"N",16,"MRS broth","Lactobacillus sakei",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",4.04129369790459,29.2162731993366,0.299897464697672,4.16738963469854,5.28209643741598,30.6653416490255,1.39345691683735,0.903036589427778,7.21345678287745,30.1247971153836,0.985144442970962,0,7.21694560164819,30.2014731098382,0.977420824294569,0,0,5,0,0,0,142.35,48.51,46.77
"256",89518,0.939,0.965,0.996,1,0.961,0.996,0.999,0.999,30.83,29.35,17.57,-54.1,29.95,17.39,6.534,6.567,"CFU",6,"APT Broth","Pseudomonas sp.",1,"Stannard, C.J., Williams, A.P. and Gibbs, P.A., 1985. Temperature/growth relationships for psychrotrophic food-spoilage bacteria. Food Microbiology, 2(2), pp.115-122.",0.0128123179010631,20.0992633714328,0.10825601021287,0.0666990401736137,0.964085302129848,20.9176874721823,0.565019741475298,29.5635655019985,1.0608448423251,20.3380993907676,0.483922587155979,25.0573852992643,1.0667083229675,20.3380993495077,0.484209686834333,25.1071391637348,0,0,5,5,0,12.56,34.305,34.206
"257",89614,0.505,0.758,0.801,0.848,0.856,0.739,0.735,0.752,43.24,35.24,35.01,33.65,27.48,39.03,39.28,38.29,"N",25,"ESAW","Tetraselmis tetrahele",4,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",8.24738127600739,13.3533817515105,0.0223221905444813,0.723472950006741,10.2572428632607,13.6118642550012,0.021314611558306,0,10.6008192037408,13.5875075260412,0.0160015158157132,0,10.4401210320096,13.5540481181406,0.0207012934823952,6.65042390225626,5,0,0,0,34.16,0.25,0,1.73
"258",89711,0.552,0.843,0.942,0.966,0.989,0.989,0.989,0.988,4.306,-9.694,-22.96,-28.79,-52.8,-49.8,-48.87,-48.52,"OD_595",25,"TSB","Dickeya.zeae..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0123002419348105,0.810447831303845,0.46793101780453,0.00515918068166704,0.0428880778253539,0.810447831303845,0.209028558130655,4.87962374148358,0.00529856134464428,0.810447831303845,0.459535604294841,6.86087088453951,0.0469519706703845,0.810447831303845,0.188624767092862,4.54667261812378,5,3,3,3,11.21,2.20999999999999,0.349999999999994,0
"259",89930,0.333,0.782,0.924,0.935,0.847,0.975,0.935,0.977,-19.96,-49.06,-76.22,-77.18,-59.32,-107.9,-80.73,-110.6,"OD_595",5,"TSB","Pantoea.agglomerans",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00917003593608682,0.633721412921304,0.0450015161104294,0.0103349175475874,0.00310382765775395,0.574804002649709,0.0179893130888309,46.9879518072289,0,0.574804002649709,0.031277001838091,46.9879518072289,0.021301443591493,0.574804002649709,0.0148094303474291,46.9879518072289,0,3,0,5,0,75.75,21.41,83.85
"260",90128,0.972,0.973,0.994,0.995,0.891,0.996,0.993,0.989,19.31,20.99,9.894,10.78,33.59,6.056,11.19,15.14,"CFU",20,"Raw Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.183437044596935,9.38169512963292,0.176177409501664,0.232926864578317,2.18134451488022,10.3433188804203,0.651792727587591,16.2386088237395,2.21625815060138,9.7648529015711,0.537783086132995,14.3881793906311,2.05901287170345,9.73240840429722,0.490022293442237,11.7778616681889,0,5,3,1,0,41.752,26.35,18.45
"261",90395,0.876,0.98,0.984,0.991,0.87,0.992,0.98,0.98,406.5,212,195.5,139.9,416.2,125.9,220.5,216.4,"N",20,"MRS","Lactobaciulus plantarum",1,"Zwietering, M.H., De Wit, J.C., Cuppers, H.G.A.M. and Van't Riet, K., 1994. Modeling of bacterial growth with shifts in temperature. Appl. Environ. Microbiol., 60(1), pp.204-213.",0.397913274814147,13.6920823271318,0.256101023490751,0.114042499522088,1.57102735698938,13.6920823271318,1.21837023508991,5.98712505810964,2.13603365849672,13.6920823271318,1.00763172504316,5.98712505810964,1.62911961934523,13.6920823271318,0.936758549674872,3.7105623585031,0,5,0,0,0,475.4,195.7,203.9
"262",91131,0.939,0.939,0.994,0.996,0.969,0.991,0.995,0.992,28.67,30.88,9.941,7.771,24.26,13.81,8.742,13.05,"CFU",2,"Salted Chicken Breast","Aerobic Mesophilic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.126202501045914,8.70482118031302,0.0155581420520382,0.0853109460824577,1.392632609834,9.07118091368298,0.0785160427177034,195.370818726322,1.34941880904896,8.62553247198679,0.0664796720877424,178.30216619198,1.29436282301604,8.58513877589273,0.0608994014604309,162.493152634599,0,3,5,3,0,10.45,24.894,11.97
"263",91346,0.811,0.968,0.968,0.982,0.861,0.802,0.964,0.961,357.5,206.4,210.7,163.1,334.9,370.6,221.1,227,"N",15,"MRS","Lactobaciulus plantarum",1,"Zwietering, M.H., De Wit, J.C., Cuppers, H.G.A.M. and Van't Riet, K., 1994. Modeling of bacterial growth with shifts in temperature. Appl. Environ. Microbiol., 60(1), pp.204-213.",0.526941450970237,13.9177836380978,0.117143658820376,0.158405478176472,5.23133414715791,13.9177836380978,1.71647916329048,43.4660900960427,1.84750440632946,13.9177836380978,0.468727830882532,7.50655735511577,1.74160591945854,13.9177836380978,0.447580415832974,5.76475027191794,0,0,5,3,35.7,0,269.2,251.5
"264",92029,0.95,0.966,0.976,0.993,0.943,0.989,0.982,0.982,24.59,23.25,22.27,13.81,27.88,15.67,19.69,19.54,"CFU",15,"Raw Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.104145990950787,9.68907667144942,0.0856233789110442,0.104376591843698,2.16599012120535,10.0566683990977,0.369532973400206,37.9459349618373,2.30609620020466,9.68907667144942,0.334933239009844,37.6305037049853,2.41536758496388,9.68907667144942,0.331889787522575,38.0670372512331,0,5,3,3,0,20.1,8.19,8.49
"265",93066,0.861,0.984,0.988,0.991,0.991,0.993,0.982,0.978,42.56,8.315,6.901,5.412,-1.804,-2.21,13.11,17.21,"CFU",7,"TGE agar","Arthrobacter globiformis",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.70516855905781,6.7213554545067,0.0130335162444603,0.0963163759426052,1.4756611597339,6.76410861079806,0.0510916975677688,0,1.81226249919829,6.58675693927167,0.0433783273347794,4.16430644685124,1.90470250609518,6.59547327317488,0.040451044492037,4.23581403627171,5,5,0,0,33.928,35.146,4.1,0
