ID,Model 1 R^2,Model 2 R^2,Model 3 R^2,Model 4 R^2,Model 5 R^2,Model 6 R^2,Model 7 R^2,Model 8 R^2,Model 1 BIC,Model 2 BIC,Model 3 BIC,Model 4 BIC,Model 5 BIC,Model 6 BIC,Model 7 BIC,Model 8 BIC,Pop_Size_units,Temp_C,Medium,Species,Repeat,Citation,N05,Nmax5,Rmax5,Tlag5,N06,Nmax6,Rmax6,Tlag6,N07,Nmax7,Rmax7,Tlag7,N08,Nmax8,Rmax8,Tlag8
36963,0.385,0.385,0.481,0.705,-0.298,0.701,0.71,0.704,45.5,47.9,48.44,44.63,56.12,42.37,42.04,42.27,N,32,ESAW,Tetraselmis tetrahele,2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",8.646930809403983,11.866291233781833,0.014675395509291048,2.8493526969690244,8.678870987523403,11.866291233781833,0.14356034318666622,256.40716311222445,8.617518276127582,11.866291233781833,0.1974862987405608,265.3373710758411,8.767956431924397,11.866291233781833,0.09662992750394607,248.2216534522989
37154,0.953,0.978,0.983,0.984,0.976,0.985,0.983,0.981,-6.648,-10.18,-10.03,-8.529,-9.569,-10.74,-10.03,-9.041,DryWeight,25,Z8,Oscillatoria agardhii StrainCYA 128,1,"Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",1.4159358856694009,2.8636771872105022,0.005788525900930436,0.08050957005388683,1.4069080176900919,2.8294667898911605,0.009033499897817723,11.59412929543732,1.4718750533740588,2.7896086716511093,0.011248717846834792,56.026285051921086,1.5046194519800988,2.727311606867145,0.007064560655534793,10.579444115509089
38277,0.753,0.961,0.973,0.976,0.985,0.988,0.987,0.987,50.93,29.35,27.37,28.22,16.65,16.8,18.23,17.48,CFU,7,TGE agar,Arthrobacter sp. 77,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.4463561309576092,8.95681898623309,0.021919613222068417,0.21330481147244515,1.702976017618028,8.944304565738566,0.12857398484547855,27.614048113859152,1.8026051819076956,8.823796332870273,0.11469598658009336,24.664950696437266,1.89457155183445,8.81889673637799,0.11234328155275847,24.618262368867764
38622,0.0102,0.283,0.32,0.354,0.072,-2.03,-0.198,-202,-67.48,-68.39,-66.63,-64.84,-65.82,-51.68,-60.97,-9.618,CFU,30,TGE agar,Arthrobacter sp. 62,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.9212938587420525,1.9171493850371137,0.00915378103566242,0.00535263580558452,1.9278410327201765,1.8360390787811205,0.00327519954453842,3.2520325203252,1.9213061752067586,1.9171530398719596,0.009409268637794227,3.2520325203252,1.8946636353899942,2.0242330843561853,0.00327519954453842,3.2520325203252
38869,0.866,0.967,0.981,1,0.961,0.995,0.997,0.991,29.53,21.6,19.59,-8.546,22.82,10.51,7.667,14.75,N,6,UHT Full-fat Milk,Serratia marcescens,1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.019238096597552674,9.892576770802975,0.001083240028567382,0.03582603446662741,1.4296549443431577,10.514329555000135,0.0060466538548766035,4608.178942459514,1.4315395228008716,10.011428002343147,0.005003665781706085,4387.830527406816,1.285102170676985,10.013647195238223,0.004288799690321969,3865.5656944297652
39766,0.0845,0.127,0.272,0.354,-5.42e-4,-0.183,-0.00159,-1.97,-88.3,-86.48,-85.99,-84.88,-85.11,-81.13,-82.8,-71.91,OD_595,5,TSB,Bacillus.pumilus..RDA.R.,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00220003232985613,0.006062133853058275,1.0543376960860037e-5,0.007348889654064833,0.0014176553094032325,0.006683502572996749,1.0543376960860037e-5,265.8327530855835,0.002193755028069504,0.006683502572996749,1.0543376960860037e-5,265.8327530855835,0.0011611623928584635,0.006683502572996749,1.961227601258485e-4,265.8327530855835
39815,0.914,0.976,0.988,0.993,0.984,0.992,0.994,0.99,32.2,22.76,19.14,16.05,19.37,14.78,12.95,17.37,CFU,15,Raw Chicken Breast,Aerobic Mesophilic.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.12205993832408484,10.131838044756106,0.10246839276129187,0.06245557706638248,1.4795132105996438,10.647159857117376,0.5341050092977631,28.23940787856085,1.5237601794023095,10.138765344510054,0.4607055495890903,26.294781832906143,0.03322413068362034,10.122728749485306,0.4190979250573232,15.496011639553377
39890,0.558,0.909,0.933,0.952,0.926,0.988,0.935,0.989,-30.81,-73.25,-78.79,-85.39,-79.41,-129.8,-79.48,-132.1,OD_595,5,TSB,Pantoea.agglomerans..RDA.R.,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.008422094228909362,0.5560268494226767,0.028192520952576218,0.006081886125714277,0,0.504332743240523,0.010047300728661633,73.46254583551602,0,0.504332743240523,0.019101047614964145,73.46254583551602,0.020368325073182432,0.504332743240523,0.007807352035536275,73.46254583551602
39938,0.676,0.928,0.959,0.965,0.984,0.983,0.908,0.981,-25.44,-42.44,-47.24,-46.55,-62.27,-58.84,-36.63,-57.47,OD_595,25,TSB,Stenotrophomonas.maltophilia..RDA.R.,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.009516251300671763,0.28529550653229446,0.23128626841731056,0.003702146999240536,0.02200351746410976,0.28529550653229446,0.039852056692191794,7.133590113062725,0.007173085552174426,0.3065578775235895,0.03297004605932556,0,0.01899493262387222,0.28529550653229446,0.028480515101329658,5.033049953278068
40519,0.779,0.873,0.923,0.96,0.883,0.896,0.925,0.874,-27.69,-33.77,-39.05,-46.77,-34.99,-34.24,-39.39,-31.08,OD_595,35,TSB,Acinetobacter.clacoaceticus,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.08957608931686058,0.5021400027284463,0.1218292546679394,0.024484576587338575,0.03200717214878221,0.5021400027284463,0.04207906142946775,0,0.05898675835392327,0.5021400027284463,0.05865046011609508,0,0.030514594455861615,0.5021400027284463,0.07299260386037867,1.739795545214618
40609,0.779,0.932,0.949,0.988,0.96,0.932,0.886,0.944,-10.44,-27.56,-29.62,-51.46,-36.49,-24.87,-15.97,-28.06,OD_595,25,TSB,Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.007130493452205696,0.7372248339526758,0.11352880867115159,0.008084080568571288,0,0.7372248339526758,0.03435566394506804,9.91979393533256,0,0.7372248339526758,0.045718195585691034,9.91979393533256,0,0.7372248339526758,0.029637258729213675,9.91979393533256
40732,0.26,0.672,0.879,0.941,0.833,0.833,0.811,0.832,-22.98,-32.49,-44.7,-52.77,-42.58,-39.87,-38.02,-39.8,OD_595,35,TSB,Pseudomonas.fluorescens,2,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.024369898540870117,0.33135552706695814,0.3479233034203061,0.016041206565006176,0.051968472685930044,0.33135552706695814,0.07787635079219941,4.113040581717493,0,0.33135552706695814,0.18014963110928897,2.9126201420463165,0.04551900347620109,0.33135552706695814,0.06327647025455913,3.0467541660825637
40757,0.952,0.955,0.995,0.996,0.925,0.993,0.995,0.996,12.04,13.67,-2.451,-1.142,17.74,1.084,-2.689,-4.437,CFU,37,TGE agar,Arthrobacter aurescens,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.1512364242971327,5.510652005595564,0.025522043949209698,0.37092033799670715,1.789563994318117,5.843100938165714,0.07735209579848691,46.3917525773196,1.77335219874197,5.557124957813684,0.07398505278252836,46.3917525773196,1.9082382984601278,5.510964243790975,0.06689163160071626,46.3917525773196
40844,0.899,0.994,0.997,0.999,0.696,0.997,0.997,0.997,78.7,41.87,34.93,20.21,96.73,33.07,33.24,33.47,N,30,MRS broth,Weissella viridescens,1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.0013111711337442178,29.010917589598485,1.3738248566930171,0.011824750905621195,5.077203367656571,31.490060588701972,3.96769951712676,1.2933919687988256,5.485217176438425,30.265578149225032,3.055349974341681,0,5.493177547275891,30.27653393850699,3.049662417245738,0
40995,0.504,0.86,0.981,0.994,0.935,0.94,0.94,0.925,-31,-47.3,-74.22,-88.14,-58.87,-57.31,-57.33,-53.89,OD_595,35,TSB,Stenotrophomonas.maltophilia,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.03712968606369257,0.2940164011055433,0.22205627888753537,0.012250502790529713,0.009674308597159228,0.2940164011055433,0.03617299942601514,0,0.016096042400392616,0.2940164011055433,0.10440460837693162,1.7505940368355146,0.043817407609705615,0.2940164011055433,0.02230248476671494,0.0011653956498381853
41147,0.918,0.963,0.977,1,0.504,0.996,0.993,0.992,16.89,13.98,12.95,-11.43,29.48,2.131,5.673,6.865,N,10,Vacuum Beef Striploins,Escherichia coli,1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",5.193964210792493,10.901661899077961,2.2804523862048214,2.1993087871365273,5.709759249140835,11.358363263936608,6.1170473490482795,0.7376948157780292,5.704131022191441,11.128314540108816,5.289949587498389,0.6363282671250186,5.712755059933313,11.157697864688902,4.811516175564313,0.5558596178700359
41217,0.932,0.998,0.998,0.998,0.606,0.992,0.979,0.983,16.34,-2.115,-1.872,-0.2073,28.72,6.953,12.9,11.8,N,10,Vacuum Beef Striploins,Spoilage,1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",6.787393573713668,13.0833199468155,2.741651773553817,2.068918290262595,6.860251978647391,13.902229290737214,5.086151643656437,0,7.565064571462487,13.642489566150754,3.668590253511654,0,7.4096026807106,13.526184052956868,4.031897385035434,0.0031241517769565273
41537,0.936,0.994,0.994,0.997,0.599,0.994,0.994,0.983,-112.3,-178.2,-175.2,-189.8,-55.58,-173.2,-173.4,-144,OD_595,5,TSB,Chryseobacterium.balustinum,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",7.566577245745622e-6,0.34470278464020865,0.07279277778491258,5.270066858281157e-5,0,0.38003482006583006,0.0019900765621859106,11.508848649885072,0,0.3733275270131906,0.006156796437243543,95.1807228915663,0.007507553132123593,0.34470278464020865,0.0017540358796226843,4.25676954444985
42170,0.152,0.268,0.269,0.27,-0.00209,-0.58,-0.00466,-2.34,-244.3,-245,-241.7,-238.5,-236.5,-220.9,-233.1,-200.7,OD_595,5,TSB,Bacillus.pumilus,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.005049045963586537,0.00905330371101856,1.4139702838983292e-5,0.001318281204461143,0.0035904638388875292,0.009981267341397964,1.4139702838983292e-5,71.0843373493976,0.005111166881815324,0.00905330371101856,1.4139702838983292e-5,71.0843373493976,0.0042107471811433555,0.00905330371101856,3.134958409237454e-5,19.927425837273724
42557,0.976,0.992,0.997,0.997,0.995,0.994,0.99,0.995,-136,-163.1,-188.6,-185.4,-175.9,-167.7,-153.4,-172.7,OD_595,5,TSB,Clavibacter.michiganensis..RDA.R.,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.040711084093358815,0.41650855406566484,0.008199079756896058,0.002771716472003619,0.024798491720737444,0.4200638043521329,0.0020383303084792414,53.18729701371798,0.05383113813346927,0.4200638043521329,0.008996166544903856,263.09685926784016,0.02299669179983858,0.3935529756870947,0.0016138152481380268,8.132153612928308
42778,0.505,0.772,0.921,0.942,0.887,0.986,0.988,0.988,40.2,33.39,23.09,21.9,24.97,2.009,0.7361,0.6924,N,16,ESAW,Tetraselmis tetrahele,1,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.207290815702562,14.12654823872982,0.015090810494785816,0.6610026622425413,10.218081744643296,14.131852204290546,0.08431494007686385,67.64112337071919,10.20370716764372,14.123285445714819,0.07033010665942555,65.53385529774042,10.21051083561962,14.12234711979835,0.06484403756290252,60.13454900865979
42915,0.996,0.998,0.998,0.999,0.316,0.994,0.998,0.998,6.739,4.438,4.47,3.044,55.9,15.5,5.827,5.57,N,4,MRS broth,Weissella viridescens,1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",1.000727019673028,15.935595516865089,0.0436741619482259,1.6802054263067583,4.569934543971924,17.56899405734376,0.09190564606299155,12.270916957113288,5.129919495919562,16.823098836949676,0.07547615938148475,7.757148988372336,5.181648025118457,16.732375292708344,0.07527987105766405,8.909134790021934
43119,0.684,0.954,0.983,0.998,0.995,0.996,0.998,0.998,31.98,22.17,17.89,7.263,8.677,9.942,6.439,6.358,N,15,UHT Double Cream,Serratia marcescens,1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.6157587758946431,11.622462729841695,0.004361123117257782,0.1998534475735723,1.0560407917820633,11.60764400553149,0.03399931710961133,331.01896701974323,1.0078292530627102,11.218610059670272,0.026255378388206397,254.1444107356147,1.0076943049181473,11.21220355140109,0.026043000160520993,251.54467499383526
44174,0.793,0.995,0.997,0.999,0.995,0.998,0.998,0.996,-6.3,-65.34,-72.58,-94.29,-67.17,-80.91,-78.57,-69.57,OD_595,25,TSB,Enterobacter.sp.,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0836428176488576,0.9609591179531827,0.03702598385936452,0.009156856844676181,0,0.9794155441617386,0.020501017278315724,3.82015412966996,0,0.985630761101582,0.025874176772177307,3.82015412966996,0.060546874965764476,0.9540873834335613,0.015800285208359594,3.82015412966996
44280,0.981,0.988,0.996,0.998,0.882,0.998,0.993,0.993,20.38,18.33,10.51,6.193,39.13,5.095,15.51,16.42,CFU,20,Raw Chicken Breast,Pseudomonas spp.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.12095272092782904,11.52412869369913,0.18394150774977952,0.21250383423878075,1.5142181952429377,12.705351884803292,0.6361326258160784,12.579859502923355,1.4943329843355142,11.868655284402632,0.5061946567999214,8.764849585257481,1.5795722654782265,11.837779871721883,0.5008250236968871,8.92531570137662
44613,0.904,0.904,0.975,0.976,0.938,0.993,0.992,0.991,39.66,42.28,26.02,28.28,36.19,7.595,9.788,12.37,CFU,7,TGE agar,Arthrobacter simplex,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.1944779391078747,8.323596308036503,0.01574961611241653,0.14933301622922626,2.038118582112027,8.27313305448379,0.08888857115360446,191.04641571730292,1.9635690108753932,8.065994100480577,0.07494038482163605,178.18363494975614,1.9276246951935165,8.080402557424113,0.0705212360661754,171.4426204371607
44795,0.43,0.923,0.964,0.976,0.841,0.843,0.839,0.836,-26.71,-54.03,-62.83,-65.99,-43.16,-40.63,-40.23,-39.94,OD_595,25,TSB,Stenotrophomonas.maltophilia,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.03554480644961337,0.30659818560701174,0.18826057097172708,0.01768490244643931,0.02038097442087426,0.30659818560701174,0.03616239387231735,1.6513444463059048,0.012973328582408246,0.30659818560701174,0.08521044909253953,1.6513444463059048,0.03237553705356639,0.30659818560701174,0.03144148958771755,1.6513444463059048
44890,0.08,0.649,0.916,0.965,0.303,0.298,0.272,0.302,-29.87,-48.87,-78.55,-95.59,-33.12,-29.8,-28.99,-29.94,OD_595,15,TSB,Pseudomonas.fluorescens,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.011432904175566555,0.36032126748501897,0.0753956156304096,0.026109710467479914,0,0.36032126748501897,0.01313518266018718,9.23787528868365,0,0.36032126748501897,0.026590212170817643,9.23787528868365,0.01253608765260917,0.36032126748501897,0.01030759787867853,9.23787528868365
